https://www.32bjfunds.org/en-us/about/trustees.aspx,0,32bjfunds,training@32bjfunds.com,800-551-3225; 888.284.3225,"25 West 18th Street
New York, NY 10011-4676",,,,,,,,,,,,,,,
https://www.kanzlei-steinwachs.de/,0,Steinwachs,,,,https://www.linkedin.com/in/stephan-steinwachs-7a270197/,https://www.facebook.com/STEINWACHSRechtsanwaltskanzlei/,https://www.instagram.com/steinwachs_rechtsanwaelte/,https://twitter.com/rasteinwachs?lang=de,https://www.youtube.com/channel/UCffmodDlQx81remXm395RWA,4; 5; 6; 7; 8,,,,,,,,,
https://www.kanzlei-steinwachs.de/,0,Hamburg,hamburg@kanzlei-steinwachs.de,49 40 415371170,"Hallerstraße 89
20149 Hamburg",,,,,,,,,,,,,,,
https://www.kanzlei-steinwachs.de/,0,Berlin,berlin@kanzlei-steinwachs.de,49 30 84710711,"Friedrichstraße 153a
10117 Berlin",,,,,,,,,,,,,,,
https://www.kanzlei-steinwachs.de/,0,Bremen,bremen@kanzlei-steinwachs.de,49 421 16502800,"Parkstraße 68
28209 Bremen",,,,,,,,,,,,,,,
https://www.kanzlei-steinwachs.de/,0,Lübeck,luebeck@kanzlei-steinwachs.de,49 451 30505650,"Mühlenstraße 24
23552 Lübeck",,,,,,,,,,,,,,,
https://www.kanzlei-steinwachs.de/,0,Hannover,hannover@kanzlei-steinwachs.de,49 511-95731660,"Hindenburgstr.26
30175 Hannover",,,,,,,,,,,,,,,
https://www.millsandmills.ca/contact/,0,Mills & Mills,,,,https://www.linkedin.com/company/mills-&-mills-llp,https://www.facebook.com/pages/Mills-Mills-LLP/130916330318280,https://www.instagram.com/millsandmillsllp/,https://twitter.com/MillsMillsLLP,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,0,Mills & Mills,,(416) 863-0125,"2 St Clair Ave West
Suite 1700
Toronto, ON M4V 1L5
Canada",,,,,,11; 12; 13; 14; 15; 16; 17; 18; 19; 20,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,David Lees,david.lees@millsandmills.ca,416-682-7159,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,Geoffrey Cobham,geoffrey.cobham@millsandmills.ca,416-682-7109,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,Peter Gottschlich,peter.gottschlich@millsandmills.ca,416-863-7064,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,Lauren Kason,lauren.kason@millsandmills.ca,416-682-7063,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,Tanya Kuzman,tanya.kuzman@millsandmills.ca,416-682-7076,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,David Mills,david.mills@millsandmills.ca,416-682-7138,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,Denise Robertson,denise.robertson@millsandmills.ca,416-682-7139,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,Ken Rosenthal,ken.rosenthal@millsandmills.ca,416-682-7128,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,Zachary Silverberg,zachary.silverberg@millsandmills.ca,416-682-7077,,,,,,,,,,,,,,,,
https://www.millsandmills.ca/areas-of-practice/employment-law/,1,Richard Worsfold,richard.worsfold@millsandmills.ca,416-682-7113,,,,,,,,,,,,,,,,
https://missionlocal.org/business-memberships/,0,Mission Local,memberships@missionlocal.com,,,,,,,,,,,,,,,,,
https://ra-burmeister.de/dr-jonathan-burmeister-2/,1,Dr. Jonathan Burmeister,mail@ra-burmeister.de,49 30 20 23 79 47; 49 177 464 82 20,"Stralauer Platz 34 (Energieforum)
10243 Berlin – Germany (Directions)",,,,,,,,,,,,,,,
http://www.heirloomla.com/,0,HEIRLOOMLA,info@heirloomla.com,855.456.6652,,,https://www.facebook.com/heirloomla/?pnref=lhc,https://instagram.com/heirloomla,https://twitter.com/heirloomla,https://www.youtube.com/channel/UC57V3m3Rav1pAA9dQ3Q1qRQ,,,,,,,,,,
https://www.heirloomla.com/contact-us,0,HEIRLOOMLA,,,"3232 ½ N Figueroa Street
Los Angeles, CA 90065",,,,,,,,,,,,,,,
https://www.jmw.co.uk/london,0,JMW,,0203 675 7600,"Kings House, 36-37 King Street, London, EC2V 8BB",,,,https://www.twitter.com/jmwsolicitors,,,,,,,,,,,
https://www.jmw.co.uk/contact,0,JMW Solicitors LLP,,0345 872 6666,"1 Byrom Place, Manchester, M3 3HG",,,,,,27,,,,,,,,,
https://www.jmw.co.uk/contact,0,JMW Solicitors LLP,,0345 872 6666,"The Plaza, 100 Old Hall Street, Liverpool, L3 9QJ",,,,,,,,,,,,,,,
http://rexgc.com/,0,Rex GC,INFO@REXGC.COM,(213) 674-9443,"418 Bamboo Ln Ste. A
Los Angeles, CA 90012",https://www.linkedin.com/company/6426718,https://www.facebook.com/rexgeneralcontractor,,,,,,,,,,,,,
http://rexgc.com/contact/,0,Rex GC,jobs@rexgc.com; partners@rexgc.com,,,,,,,,,,,,,,,,,
https://www.tasteandcompany.com/,0,Taste and Company,info@tasteandcompany.com,,,,http://www.facebook.com/tasteandcompany/,https://www.instagram.com/tasteandcompany/,,,,,,,,,,,,
https://www.tasteandcompany.com/contact,0,Taste and Company,,(310) 928-9438,"10736 Jefferson Blvd #168
Los Angeles, CA 90230",,,,,,,,,,,,,,,
https://www.fczb.de/,0,FCZB,info@fczb.de,030 617 970 -0,"Cuvrystr. 1 (Seitenflügel, 2. Stock)
10997 Berlin-Kreuzberg; U1/U3 Schlesisches Tor
S3, S5, S6, S7, S75, S9 Warschauer Straße
Bus 165/265 Falckensteinstraße",,https://www.facebook.com/fczb.de,https://www.instagram.com/fczb_berlin/,https://twitter.com/fczbberlin?lang=de,,,,,,,,,,,
https://www.romanolaw.com/,0,Romano Law,,212.865.9848,,https://www.linkedin.com/company/romano-law-pllc,https://www.facebook.com/RomanoLaw,https://www.instagram.com/romanolaw/,https://twitter.com/romano_law,https://www.youtube.com/RomanoLawNYC,34; 35; 36,,,,,,,,,
https://www.romanolaw.com/,0,NEW YORK,,,"55 BROAD STREET
18TH FLOOR
NEW YORK, NY 10004",,,,,,,,,,,,,,,
https://www.romanolaw.com/,0,MIAMI,,,"1395 BRICKELL AVENUE
SUITE 800
MIAMI, FL 33131",,,,,,,,,,,,,,,
https://www.romanolaw.com/,0,FORT LAUDERDALE,,,"101 NE THIRD AVENUE
SUITE 1500
FORT LAUDERDALE, FL 33301",,,,,,,,,,,,,,,
https://www.simplycatering.co.uk/,0,Simply Catering,enquiries@simplycatering.co.uk,44(0) 208 374 5542,"127 Silver Street
London
N18 1RF
United Kingdom",,https://www.facebook.com/pages/Simply-Catering/25769800875,https://www.instagram.com/simplycateringlondon/,https://twitter.com/cateringlondon,,,,,,,,,,,
https://www.nycbasketballleague.com/programs/,0,NYC Basketball league,,2013653893; 2123901776,,,,,,,,,,,,,,,,
